id,title
ab4f3ccba74857c5f2ba0d5b7dbf65e1,JPEG
f6d7022d02ebecf3d3b12aacad4ef7a3,PSD
437175ba4191210ee004e1d937494d09,PDF
bf57c906fa7d2bb66d07372e41585d96,Excel
59b514174bffe4ae402b3d63aad79fe0,Images
adcdbd79a8d84175c229b192aadc02f2,ZIP
2c92b7d273fcc86926be1afb1c40335f,Custom rules
e907544e9df7140708b309d63b376864,Add text
4769d8fcc6c3a668a157ff37a8cc444c,Custom font
909866cc550cc3f430e45bfb4f330fc6,File conversion
311ae7d3f1af993400e4c27e32320ab3,Print on demand (POD)
cda17e17068084e94b20821f781f4345,Sourcing options - Other
8e5289f6aef3aa60aea0824b4c69566d,Countdown timer
507266eaa42c376f44bcb8831ec6f65f,Content - Other
3f2a46a42f002500912d1a72c31bb1e5,Accounts and login
4f2b2ec0df16270a80017dda345f8570,Fraud
2fbd4ee396cdac223059952a7fe01e54,Legal
64fb54fbf843d19f8961ab4c31fd0f8d,Store data importer
df1206eba405fabbd25f7cc9bf18570c,Auto-updates
ee8fb1d2095b7dfae610955a339d2dcb,Product sync
423074fd2e0d93aeec9231b5a82ac487,Bulk import
86024cad1e83101d97359d7351051156,Products
458cacb02c7da751043a83556a4bacf3,Dropshipping
9f086ea60f94bd3ed1370555ba6d0158,Site optimization - Other
2e159ef13f8dfa92ef061f915ad7f4ec,Pricing optimization
cb43f67955db5f4afb152e549a761571,A/B testing
3cadd4968e64af1f5a8c4f97be777b55,Inventory sync
a4adb0ff97f006fbc9e7af7ed81da417,Price sync
39b675e470f2a614de10a93136c93f2a,Scheduled sync
2c6ababcd15638e2819968f190e393ca,Bulk export
4c5a5e41310343629994410835eee480,Scheduled export
087a41dbccb4f4dca1f8f9f13699b7c3,Scheduled import
a25f1f06bed7d9c9d747f4fc034234d8,FTP/SFTP
628cb5675ff524f3e719b7aa2e88fe3f,CSV
c23fdeec26eee0c543f1c1961e7365c6,Bulk updates
7a1eabc3deb7fd02ceb1e16eafc41073,Inventory
d364c9d122ca2061b9202649e3e1d078,Metafields
aa8af3ebe14831a7cd1b6d1383a03755,Chat
47d1d416e4ce94ade7d14211ef3ef076,Live chat
2110bb4da3b8f6f5df9d597d9f80aeb2,Chat flows
00799d28b44f295a375c4f1802dd7038,Search and filters
7bb66a7d08c1f4a2837ba0f90c55db53,Autocomplete
9c75fdb1ec4e788212809b2f26ccf72f,Instant search
dff99aea487453e7303bd459a4123dc4,Typo tolerance
b8570246c368c7524df3b8acd66beba5,Synonym groups
f09d619f1b7a792c79524e2bd1c247f4,Search suggestions
dfa06b52f17ca5ac94355228e0704d68,Product boosts
823710c6e5ef18cb98afcdec83c0c428,Multi-filter
abd7d7603cf14fd8a92109be713dda21,Custom ranking
457f6c842390e07785cdc973b745f2c1,Exclude results
b4b857cf3f74bd53785d013dd105d55b,Mobile responsive
199565b3ac8a72a8b04783c37504f079,Custom styling
2d3f5e9c798f52fadf09b4e3d25dff3a,Filter display
88d31dea10deb8b751c692b8f8615823,Custom filters
ea9fa9065e0a63e8c304657059fa8924,Search results page
8b4939bcf8f2d06f72b94cc1bd204569,Sorting
025e4ad3be8aa0afc003c5ed58d9709a,Conversion tracking
28f8c35b2426481854cac606ca7b120f,Filter usage
7a77602327af9ad869ce878cf9582e99,Behavior insights
78a4effd44e85fc2746261e627bc64e0,Search queries
e74dbc9a43dda3740b2a8b9bcc7d95d5,Search and navigation - Other
a761d615e72275474c5e5a4929c1fbd3,Order editing
d02af6edb50130b1645e6d3326943df9,Affiliate programs
e7147a23160690f53a76ba196d69173c,Affiliate links
9544fa2fae515081e7fc27ef2d268642,Discounts
641ea0507d6c86157182c7800613a888,Email tracking
45278a2e77a65251790d52ec2698522c,Product tracking
44a7ee87e0bfeb642f93480ec1610869,Marketing - Other
97c46e9ef7790b4aac5b7cf9c15ac515,Order tracking
a36d13ec2cfbc67149ca9423fcbcbdcd,Branded tracking page
9b5236b0884325cf3b92e9be934ff4f3,Global tracking
0c83f57c786a0b4a39efab23731c7ebc,Email
205d64ff9b580aadbf4829ec41dd4ef0,Automation
df30558412efd7df2463d972ae84b5ba,Upsell and bundles - Other
009a93317a248d0fbcd664b6fa5e79e8,Banners
679ac1a3996824ad757b2e842e572cb9,Discount codes
28882724d375042a7b19db1e976cb622,Coupons
06721723b61c07cf8bd3292ee1cb39e8,Editor tool
fed36e93a0509e20f2dc96cbbd85b678,Templates
41dfabce9999260428c407d1922e2109,Campaigns
472510969259cb864f694705e17a3ee3,Product reviews
edcb3772d7c22c676c4102d481db060d,Star ratings
c411ea7079fe39bd7d6035350ce6884c,Review summaries
d8971003f1326e2951700f0c706bef6d,Pop-ups
ac68b62abfd6a9fe26e8ac4236c8ce0c,Forms
def6d90e829e50c63f98c387daecd138,ERP
166737afd83fe89faffc94c635aae2b4,Status updates
7093813821a444336e5503b89e15685f,Order sync
f57b819b58f706de082d972f60bdcc5b,Customer accounts
d4ace4cf3f0c981079b5990933f4f728,Real-time sync
c5aff943fd1ef95e2caecd5006fc44d0,Multi-location
0e4ca924cf661a87c687e10fc22b0f59,Accounts receivable
7f665cd7577fab21ec5b1847c34493e2,Financial consolidation
12c500ed0b7879105fb46af0f246be87,Orders
afae32efe0f84fece3f96b377b768b33,Prices
796e0e5ff8114b13b2e23cde9d3c6904,Variants
85e01879c3fa5cb5c733bbfd7807e9a1,SKUs
2bd9c0ed00116be1258e0cc66617d7c8,Automatic
b7c30a97ae4fe740e3044249789676ec,Real-time
edc3e67b7eab8cf575e303a8868546e1,Data import and export
e84d4ffdfc19b86dcb1af9c2020ce1d4,Bulk editor
fff66e9b3d962fa319c8068b5c1997cd,Rollback
f188989e54cb55ad4ab052f3ecb7932b,Search and filter
8e6607a3deff2a2be5604d58750721ef,Scheduled tasks
09a6491585d9189948c37a8215e5f141,Bulk edit
0e88679ad4da88a84e1e25f61be6872a,Referrals
16e4000d262b1a1844a007296d9a4a7b,Gift card programs
e7b7736d2cbc6ed2f99227a04c93dae4,Contests
148982acaadf7ec255aaef59832efdd7,Custom programs
b4d26e9e27f3a0efa18c6a3af1abf74a,Currency and translation
b22a74a48cd2f1d35dac23d239312139,Geolocation
ec3fc9c71fa7cde5eb1d99e7f6268dff,Local currency checkout
0b19c5a5dae7183d04f7948f3a8267da,Multi-currencies
b246800099a3edbd121dbe38c91820a5,Country selector
3ceaf6bcc071479d520a5d95648ee92b,Auto-redirect
c4e75233feca849fd3ea30f45759627a,Language switcher
dbd341fc1a3b4611ec53cddd99278836,Design elements - Other
16601881fc4e2b5e1f1d715dc8efc255,AI search
aeac5695686b8a56b30445715f1973f5,Voice search
dd30e3958909e6c91c00a786a9ac0fba,Stop words
55c904ea80741a80d89c27af1725ceb8,Product recommendations
9ba83ab459e4347db52be7bcce1a4119,Personalized search
7c7d4b82cfa1fb87bfbb8ead38a1a096,Search bar
2a6d5192b35567edea95617ef145cb95,Custom dashboards
4bdfb20f3d23454b45f5097f5509168b,Upsell and cross-sell
7f9ec1d812f8527f91cfbbfc0d138306,Cart upsell
a71eb39d77b4cbf3d0238ae3bc746642,Checkout upsell
33079f2c71db5050481802a56054fb28,Product page upsell
95754400d623e37221440d37cc2fdfc3,Thank you page upsell
e7348b06f44709f455a4a3b31b341618,Drag-and-drop editor
8d497c7a7cfabf9ff3ab4eefd434519e,Frequently bought together
9e21e19f42862a3b26cd7aae135a3f74,Bundles
13fda5edc87b8687c56898659128b0cc,AI recommendations
285408956b3f87265adeb70ddeafed0c,Click-through rates
3f39859afa29395e6ff0e4bd7e96ca79,Conversion rates
2056ae331a285b4aba73bfca0b0f1318,Recommendation performance
a5114910e57024402fc56c56d02e6ea3,Optimization suggestions
410cc13adf7e9e7225e6e9f6f2a82046,Funnel performance
20abaf9d15742fcaca2a79b389919b8c,SEO
ad17829a3797682ca59b29516f278348,Image compression
71261c55278200a73997aeaeb35d904f,Preloading
5dc5cdeb086c027947b1ca244f5cc6c3,AMP pages
ceb65347d3dad80c96955f6ee572c558,Image optimization
ca99aeeba6087a7e2a6724fbab97a6be,Speed optimization
fbfddc1060d95f41d3d159dbabca2312,Speed analysis
ae2b1fca515949e5d54fb22b8ed95575,Testing
3160bfdc640fb675f0a42cd28ca727f4,Anti theft
c971e0c42248a7fe0bf29ebacd54ac58,Personalization
3d1d9718cd6df6fcc7fb2845049fd43d,Wall art
2d9aa197cdc17bd9f8bbe737b34e7dfd,White label
5399a6733f24805e3867bec8c787faf1,Bulk shipping
370178ac00d206bc2c4b95fdf0ce3323,Arts and crafts
98793b57b6205125825e3209717c5535,Czechia
9cdc126f68260cbddf3a00a4032f0e7e,United Kingdom
c5a4cbb4e9e38db91f4bb965581bee42,Delivery and pickup
134353e42c617674481494c73aa56ff9,Workflow automation
20a7eb66f899ffe51fc62eb5340e743d,Email marketing
526b24a4562390e7c3559bd2c5f6eb37,SMS campaigns
11ce7993d986af524c7b7dc849ade588,Cart emails
61bd933c4f437eae0f4e53ba46286470,Checkout emails
6ebd1fff29a314d03b2c6f91997f97fa,Abandoned cart
c48ae1678f48418b8ff5b8bc5f3c12c8,Browse abandonment
67906dfbbb30296acd5ba244ebc12db6,Back-in-stock emails
486a101e44514d789123ffc901286085,Custom campaigns
d150d160c17ae6ef04d294ecd100878a,AI generation
fc07996d5fa8ed5c4664093e9aa4cbad,Email capture list
f0faf70bb1708f8a6de0bb9da3d17863,SMS capture list
3190ccd3cf0882bcfd58d8fbd5c43328,Automations
679fe1db8dc7308e44404587d0348c5e,Segmentation
ca6c72179cbb18fceff7aacc1d4bd415,APIs and webhooks
2999bae0c43ede7e78607a96eee83110,SMS marketing
b83241054514ffbef94ba8e686b87c3e,Personalized messages
dbdc3324d1222cdd688f6c6550f21f02,Real-time analytics
f5d872977aec840481660952e2bfa5ac,ROI tracking
a9dd43aec72029e3646fbc82cee75642,Subscription renewals
661336fc5c82391d71385e5e02c545f6,Welcome messages
3c422125993c52c5cef9194415c99dbb,Win-back campaigns
31211b6813083b13df997b9e3abbbd2b,Shipping
0432bb666a10159b076c4edce7e7724e,Product feeds
51704a6cacf71c8d5211445d9e80515f,Blogs
f2d792092fa38504913a64696fb8857e,ALT text
2000c322e39dc06eb95ccc2848e78ef4,Website traffic
feae57551f7da68dc340d755b98a0b4d,Surveys
6acbd21c80e91dcadc03a7b982ae63c2,Cart customization
c41a317cb5c1926e34568a8946c57684,Social proof
65726a12cba093fc104514125dd34ae9,Inventory optimization
451dec1e3832ff4986bdf85731acba8c,Operations - Other
e32ec682da0bd743e65a322ae1f434d6,One-click add-ons
0fbeb8d0db5cf1961b1df295ca5cbe8d,Cart drawer
8cc5e514b4ddac8a55218e70b105e9f9,Multi-currency
b85c137f591eeb0796115c9cc338965c,Product add-ons
ab6df32b710c12d9689da0381802345a,Video and livestream
4a5b163198cfdfd84c2836921b474eeb,Shoppable videos
ecf8d188710f7a635f4626b8491aa5d4,Add to cart
177627f91af678a9b03e993f1a91917f,Checkout
e49881f701a8e3f9d8d0964b211ee469,Video widget
6c20faae37d033e5d84fb066e53211e7,Embedded videos
b5d1f9c599d977c7adaa5329590ce9df,Carousels
c4828a94fef50b24583165c98dc3b256,Third-party logistics (3PL)
55364684d194fd0609256c91815da2f8,Fulfillment
24b5033988758e538f13638d297b38fd,Batch processing
ed6f853d02b1abf7db884d1762db64fb,Order routing
4ae4195ca06c67353b9e2df0ddcb5a75,Shipping labels
97f8cd39728128b2d350ea8055b191c7,Shipping rates
a8f50506f08ca1f5ea0123861051d185,Custom packaging
536d0a572951effcb50526c2ef3b7a72,Packing slips
35bdc5b64bcd276d6d5fc4245737435a,Multi-carrier tracking
a5e26c920eda39b31d36ae9aff52c174,Customer notifications
c266f4d012ce89d7ef14f8fe00915064,Tracking history
ca0e15e19f15f161f79bbfa51113e388,Auto-sync
c2929d9488d88cd3faeb253d338ce7a3,Stock adjustments
b64bbc4914c4ef9d832a9c99b809425c,Stock alerts
ef8ecb0d25c45612b93fe075f8784dd8,Multi-warehouse
487e2536df38aec8be0f09fb55cdadf1,SKU mapping
4d253bc95f791d118f962c31b6b01dc0,Perishable tracking
e2b4f9de0c8176723efc70a1141e3d85,Forecasting
4664baef02937124898ed012074925c1,Product-based
218c9a172f9d74ea898f1bce02ec9843,Reorder rates
13d72b929cd22720e497b5cde74f7d8b,Carrier selection
024388c92185c0e760dacace29c6d125,Branded
14f098921bc8c68a8dc0c5529b7013b4,Bulk
e0e1d64fdac4188f087c4d44060de65e,Digital
842e5a39b01fadaead6970f5ff5de1d5,Physical
0ab3d04e471c05888b060a90b4cd7f31,Reloadable
93b52f93f98c8b89235d4b14e688197b,Custom amounts
4544bb7b9c097a5005aed01721ceecd0,Custom design
b991d1fd350e06084a0c348aa00c222d,Custom email
288c8957a9c9af1f62bc4ed382d2ddee,Balance page
8910b270c414a655cb43bc662d284209,Gift messages
41956f1814d60c61a4a077b3feb556cf,Expiry date
aaaf99d0fb822f809193c02b8cf69fba,Reminders
dc968f9dbdc5044586ea77faffacc085,Gift card import
dfdf4b5d81e713604805eea971af31ff,Bulk send
c1dea00ff18e973e494715ecf4bb8225,Custom date
6addaf6cdf125ea5c990039379d6bd8b,Scheduled delivery
18b43c6a536a8fe1362f7a3887936be6,SMS
747030f5d524192fbb2546d058002a15,In-person
f060aa0e3d493f5fd489cf45446706bc,Memberships
963ac3cfab4043fc9ec43754b0c27374,VIP tiers
7b9c9f20c69218ae3daaa7bddd892e5a,Game programs
69ef51b076b3e548f3c5301984daf006,POS rewards
c6921418a12bac519f475c488200849f,Custom rewards
ad2acaa5b24a7dd8e081d734979ccc49,Photo reviews
0f8854ee083d9c176d59c08e4d34b717,Video reviews
f1e11706456526a7702b37d29887baa4,Voting
2906ee44e56e900209e7d3c1d9e6f7ca,Media galleries
8438751ea2261578b409239c54d74b2d,Q&A
9fe8266a931488b2cf447dc7d74a3b26,Filtering
8a74e940a7352c49cd4944e3f2a3dd2a,Push notifications
a9082171e991be1c50e6cd54da8f14f8,Review migration
4ec38c6b2208529c1fadccc7d55d7947,Wishlists
5c932ad18bd381dce83aebe34a011d06,Tracking page
08f350a29adde707de480f268d297326,Tracking links
237c84812fbc620fed9ada8322b4f502,Label creation
97005e56d6ab175cc787507c5aa3889b,Return labels
869b299375bab3ba9331a5ce61517631,Packaging
df2a9cd3f10f712d4ea78c8a84355bd6,Shipping rules
a1ac99a46505022624727863e1d55760,Real-time tracking
460f6dce0dc030e6f1794d58194aa3c6,Branded tracking pages
288682ec5f2450588bb37a4523d11616,Helpdesk
3d3fda6d27901eb5db01b1abde1c865a,Help center
db9a2e45863fea9bfeb21bca18fa3767,Ticketing
6d443cf92106e0f47dee1a2226645e33,Unified inbox
5d42f4e3ca27ee35caea7dae64f62fe6,Promotions - Other
e37b4872659cff2a126c71aef9dd1e2b,Shipping solutions - Other
0e033aa999d1424faa54653a68e113cd,SMS notifications
f313984931c74f2b8eadf9f5846c7a04,Discount offers
b5b6ce3fd078896f6eec7d1c9743d77b,Time-limited offers
56b7bb6871857f290078cf83132bec40,Social media
76b3fb1b83369186db32794e700c3950,Behavior tracking
f4a04f87cabf65ed55a2db9da2159cd7,Greetings
5cc94c4b4d4d5c8b574ff7e2762cf7e7,Color and font
5ceb2341011bf6fe3bf3f0b445e0e708,Chat window
3e148901956b0a10db3bd054e2bcf1ad,Chat buttons
c19fdcf08f7329e1d50b5427724cdcc5,Agent avatar
e828d886d18905b380d5a8e4c97a2940,Swatches
d2ddfb6244e31576b752ec1539a7155b,Bulk pricing
bca1d727a2de564be378b59940c11fc2,Grid layout
330753dfd56b5fba78975979aa7ef9c3,All reviews page
8801bd462800325c01f04d3f1d93f81c,Top reviews
6d72a8226beada56920c9b6f40f9ac49,Product grouping
32d8d5482e46e21d51445674ad93d75c,Email requests
ee4d496e8a0077f218334be955850deb,Social media UGC
f0934703c942f3f6880bbdc808f05056,Custom requests
02aeb8316f736ac0a468160e047055c9,UGC
d68f0b43acf6d58599009d506a6f9c78,Photos
cce3df80f07d36b56db4376a4802d6c2,Videos
74dcb1cec50854d2f880279f3dd19da9,Reviews
a76248268e0ff7271857f60a7e26d323,Review count
bef70943f0129c2508212006a530e47b,Orders - Other
47a005ba475beb95c3072362162f8e39,Delivery dates
f2cf6d4c62a5a7217a9bd4ee2cc0d0ea,Order updates
30e31213384c191406518ee7e77a9bd6,Public wishlist
b21522fa2fe28bb48d2d89c739d290fb,Favorites
5f53ad7130c1f75912114c93ee2cfe01,Guest wishlist
fe0ab1f352a89f35f2f1166b9e81177a,Email sharing
aa063dfd9ae183934c7e62550c1623dd,Social sharing
dc7161be3dbf2250c8954e560cc35060,Dashboard
a13eeaaabe91c316f3a701afe78e1d26,Multiple lists
6c423febc3b5ff4888988a5f707c820a,Conversion analytics
3bf058c83ac7aa13caefa5b7c8d55e8c,Custom branding
889006b1d9bca9422579379c66e2010e,Custom layout
5c59c902b8745d103b89d353b313d9b7,Custom icons
4ac5c21cbb81e207dde05cf47cfb8d21,Email templates
3745ee4da40736b308f0bce3aafdaee1,Price alerts
ca1053cd23251e9a8526913327c92bdb,Donations
02d2a0d415a43392ba9d494116ac606f,Lazy loading
bad48f5d47b68ca3059ac646d0320808,Broken links
262b2f1dccab43671e7ec15165180cda,Backlinks
2d8413ae32cda5259e93d4f3666f1235,Redirects
32ada7f2e41ffd47e8c1f9ec10e318ac,404 pages
3d51dcc7c56515445645d9ab9b7ddaf2,Breadcrumbs
4fbd3a02ad45654e33e1c77f508510d8,Sitemaps
84f6e8888e21b6e8bcb7aaf8a769dcd0,Page indexing
0cdb0d365d2690ebf4e49fc95393ee65,Meta tags
b90f98f95d459843c723e92b647fd380,Rich snippets
4be4c73b2491738c7078200e47d207d0,JSON-LD
2fca04a5772bc5b644e3ebc8ba85f401,Schemas
b8871e4f4c4dfa57bf0f1c267836c979,Bulk editing
97712efcde9ec4b65cd5edfdc3f8c6cf,Local SEO
ccdb94799009ef1334c3af78e2140197,URL optimization
9c3c4f6076e10267aea74e133f413f3f,Content optimization
b81466f34b3401d77e8145f01331d52b,SEO score
c54379fa058a9ad836b60a32f9ceb5bd,Audits
c576a841fd4f333a6f074d68e76a1d37,Reporting
3e8453d23524f2acdf642a5ef20be42f,Insights and tips
0d3fc0616e3a82e00fa0b609c6a9dbfe,Competitor analysis
e2e2f4d4db42213f04dd988f856f9f04,Keyword analysis
7f911d7747cfc95991ee779d197b26d4,Link analysis
cb7e5c2a0e46a8cd9de7ff7ed63db95e,Content analysis
1879966223c3e382e14c6524c84942f1,Tracking
8786fed411f0590d8146d02afda24d60,Rank tracking
072a7994343da07315a2b20f69c1418b,Image editor
7a84bc7836ed6ad0cdaf8644b4ed7b69,Auto-optimization
874f2667a4e02fceaaa2383583b5cdce,Quality control
f2d792092fa38504913a64696fb8857e,Alt text
07f5d2d550d5961d1dd0984fe666a2f6,Compression
f7939afe9131a465782bc0f2d3163922,Product content
85b807452880eb104baa9ec003d6dc00,Descriptions
151bef00012561d5b1fa51ab10913718,Titles
e4d323e241b679f839235153766537b0,SEO descriptions
1994073529aa3570a207c4b4db1d9387,Keyword research
96fb300f2226214043895231ba737ba3,Badges
7057751a6fa47b81e183f0ca2d6e7aeb,Review highlights
ea6aeb050f871384f25fba9c869cfe21,Promotions
3ac96abe99679b73c7dd875c30aaf835,Custom products - Other
c5239c15efa4348f383a318beace6ba0,Storefronts - Other
7eb32977309274423b3296d3ec86b13e,Custom workflows
a22ff2f8fd0bdc74fff93cc251164d2b,Multi-platform management
74da146d30f55093bd3b866f48ba325a,Automated fulfillment
367e362293421b5ebe55d8d8f67968cd,Delivery management
68ffd15c36054f4ca1e022265aade32c,Order edits
9689475262a76e2437117bd1882c6e92,Review and approval
67c7bfe65a86eb78c689d32e638d36e9,Batch tracking
fbd6e405eb75a6e4cd693638a836b405,Expiry dates
a8445719836f2d5e8b51986410e14728,Reports
baf89a3bf20876307318af4a56eb0363,Value overview
cc3202f008364a19822a1dbc1f314fcc,Stock reservation
30a28afc4504a676c993fc5454365097,Purchase orders
9213feb8fa3f9db3c8e20cef03969e8a,Revenue management
2e400b88fb312b30d35437b13ce8464f,Tax calculation
baf4e5710fb31b6fd484967dbd68ae2d,Advertising - Other
8782f50e3b71563ab0af37a3e24436ee,AI insights
d74b156625fde8119ec73033d8fe81c2,Analytics dashboard
a8d7e74021d7810e95986cbe621ef2db,Benchmarking
1fe3c49667890ed3dbe696b432bae797,Data export
239ea8364e82ff2964dccfcac57bed90,Historical analysis
5fd1434572d4fe4f2dda7aaf34e1f89f,Customs documents
3a114920d7c71cf59fb8d2cd98ad69be,Pick lists
d4e10643d6f384cc6ebca441d60ac6a3,Shipping analytics
abb6b07d5252f736b5de0ec477a1f34e,Announcement bar
72eb160a23c1211516d69d3888f4fcb1,Multi-announcement
b2c381049ef00c052d5a282c9b0fdc68,Product page
3867c311e17f8116d080fd6bdd127edf,Promotional
4f6f68a9f66cbd4f1ac6ca3362bf6dc4,Countdown
e7f9edd379f3c1efd8ec5900f3362939,Banner position
14064d8b89a4c31e8ceeb9888eb6f50e,Sticky display
9774b58fe7666a2f4511026192b8b624,Links and buttons
e850f8eeae83947d989e289d94a012d4,Backgrounds
b320c82ef61df96cb37e09e9534c3994,Geo-targeting
ef5f5a4693cdae0bf41740f40430062d,Performance tracking
4ea30826c952487d5bb56630d5fe7353,Progress bar
4e028183e5b92532af4c34d574a7fe87,Tiered discounts
02860a26a302c39033aff6a950d309bd,Warranties and insurance
c0929b3e3949db6ddb94c85c93801590,Product details
e5200a9ebde2f8b98d184536b9973702,Barcodes
eef49988429fa49482705d0a305cef08,Multi-channel
e79a53aad6ded5e52031fc773a81af98,Custom notifications
425acf6aca36402cfdbbc8cb3130f316,Email alerts
f63ef4bf842961c74c732431d6ad18c6,Historical reports
b9a3e286f0f5ac5ae6b27141a756a31c,Inventory alerts
9166aeb98794f3ce917544dd5e0245fa,Low stock alerts
a164e3a28eaaf9323117f0e3ba10971a,Performance metrics
ac9ab6fd84327528f41b98c1ff300d46,Real-time status
5affabd2dedfdb45a0583f8ca614988e,Detailed logs
f2d9225def45dceebbcc6abbff2753e7,Store locator
bde0c15b7d435437851eeda49ceca9f5,Carrier-based
f1ccc5718c1842a06444c9e33c26eb01,PO Box restrictions
a0e7e21e4c5785b0d7c99b64ff5ae845,Delivery date
de5253487b6746d91be5f892f78cd932,Rename options
e03a23b0bed1209d09caeef015193da6,Dimension-based
95ebb7b5cb045daaba38f3036c5067dd,Distance-based
21a56cfa1eb744692d1d8c1022157cb9,Quantity-based
455996c7acd4243787d5695bc65ee831,Weight-based
faa1e1a489b1300173193fc5c8eda399,Delivery time
6e672f34169584b27a2c01441b70c074,Credit notes
0b9abfe67cc31fcf1ecd022eb19a5216,Collections
4b6f7d34a58ba399f077685951d06738,Customers
b3b32a2d422265cd25c3323ed0157f81,Pages
c00f0c4675b91fb8b918e4079a0b1bac,Standard
efff7868ab542964cb9b3752d3ab0357,Booleans
62848e3ce5804aa985513a7922ff87b2,Colors
45b963397aa40d4a0063e0d85e4fe7a1,Files
466deec76ecdf5fca6d38571f6324d54,JSON
1cb251ec0d568de6a929b520c4aed8d1,Text
ff3afd5184758fee28f3683303ad728b,Ratings
44a2dc91e1e21b653fd7ff6c63eca555,References
45a82579528dcdc6535fdcb693a36170,URLs
13a719c5df42f51cea5068c2c68c5afe,Bulk import and export
72b3bcf4ebaca888bba0dbb265043b87,Metafields editor
ddc30c27e819f1f728ae56df684616ad,Variants display
270e2cccd73edda0d6830b08bbb4c9cf,Image crop
e32054ddccdb063b2ce610e45943cc5b,Image rotate
2d00721e59e89d24266c9cdbd9f10c6e,Printing
9b1a2b58c2fe475926e68ec6c145b0f0,Nonprofit
3ef9866ca3e069aa333bc64547880c05,Fundraiser
ff5c9d085b8440b3d1e437f1b9c8b6f4,Social impact
8db7cb8fb2880c6f940c3c2fc7e13bf1,Custom charity
bf6dfb38a4e5fdd29f5119a06b502497,Auto-processing
8e47496c0f0597e49e44a7bb11e830ef,Donation amount
ae6c47d36b4b66065b731f5ec7feb8e8,Donation goals
1a4edad6d12ca815bd1d054e9e40e047,Impact tracking
126c4c3261a922d852dd22f709c392aa,Dashboards
28e9f3ec2f7aa6a58d032949635f50af,Landing pages
e8e95cb00161eb9c8bb2acf315cdd01a,Live counter
e10bef270813429f63212bba88953817,Donation widget
49a851a71e986511a97161483e56153a,Single sign-on (SSO)
d970728376beb137057865c63baa822f,Profiles
f8964eff8e6d68aa2b2220e5badbb4c6,Custom fields
